## HMC Algorithm for U(1) gauge theory
## (C) Carsten Urbach <urbach@hiskp.uni-bonn.de> (2017, 2021)
## GIT branch staggered_yaml on commit 075bfc5
## Parsing input file: hmc_rot.input
## geometry:X=2
## geometry:Y=2
## geometry:Z=2
## geometry:T=2
## geometry:ndims=4
## geometry:rotating_frame:Omega=0
## monomials:gauge:beta=1.9
## hmc:n_save=10
## hmc:n_meas=1000
check 0
## hmc:restart=0 (default)
check 0
## hmc:heat=1
check 0
## hmc:seed=93746
## hmc:configname=
## hmc:conf_dir=./confs/
## hmc:conf_basename=u1_conf (default)
## hmc:lenghty_conf_name=1
## hmc:beta_str_width=6 (default)
## integrator:N_rev=0
## integrator:n_steps=50
## integrator:tau=1
## integrator:exponent=0
## integrator:name=leapfrog
## omeas:verbosity=1
## omeas:icounter=20
## omeas:nstep=30
## omeas:Wloop=1
hotstart 93746 1
## Initital Plaquette: -0.0455674
## Plaquette after rnd trafo: -0.0455674
## MD integrator: leapfrog
## Normalization factor: A = 2/(d*(d-1)*N_lat*N_c) = 1.041666666666667e-02
## Acceptance rate parcentage: rho = rate/(i+1)
i getaccept E*A dH rho ddH Q
246 1 8.728410509186664e-01 -1.720224413528015e-02 1.000000000000000e+00 NA 5.587283880239262e-05
247 1 9.183317330667460e-01 -8.919652041811332e-03 1.000000000000000e+00 NA -3.974979628744039e-05
248 1 9.117998642250195e-01 2.956129863473933e-03 1.000000000000000e+00 NA 6.740978707484626e-06
249 1 8.579479548365795e-01 1.815731275321752e-02 1.000000000000000e+00 NA 1.158923445535927e-04
250 1 8.932169963651990e-01 -1.268277665060680e-02 1.000000000000000e+00 NA -4.576079155153114e-05
251 1 8.643110067151133e-01 1.398088732247871e-02 1.000000000000000e+00 NA 2.164886411777771e-05
252 1 9.104001654836491e-01 -1.746866528808511e-02 1.000000000000000e+00 NA -2.606280335884564e-05
253 1 9.053174767245592e-01 -1.128501233516488e-03 1.000000000000000e+00 NA 6.480523831494509e-06
254 1 8.617926670125462e-01 1.509937275530504e-02 1.000000000000000e+00 NA -3.193100420940405e-05
255 1 9.192229928178192e-01 -2.553098420041522e-02 1.000000000000000e+00 NA -1.333104654293552e-05
256 1 8.680315278547095e-01 1.602803289881294e-02 1.000000000000000e+00 NA 6.025670179005488e-05
257 1 8.432865265419867e-01 5.215624237678185e-03 1.000000000000000e+00 NA -8.236408788423838e-05
258 1 8.609924827863857e-01 -7.487944566669569e-03 1.000000000000000e+00 NA 2.091203095971394e-04
259 1 8.533512385483589e-01 6.348789509960540e-03 1.000000000000000e+00 NA 1.728599509416778e-04
260 1 8.556506057725017e-01 1.205333512100282e-03 1.000000000000000e+00 NA -2.908704292375331e-04
261 1 8.766558197846092e-01 -6.697377200286070e-03 1.000000000000000e+00 NA -2.400797188649948e-05
262 1 9.009143985902225e-01 -8.191118573169121e-03 1.000000000000000e+00 NA 5.907234083599676e-06
263 1 8.799292931671100e-01 7.850898840356280e-03 1.000000000000000e+00 NA 4.196750471360153e-05
264 1 8.701156477386789e-01 -1.938094080440322e-03 1.000000000000000e+00 NA -4.352965817281692e-05
265 1 8.346547291030963e-01 6.912832300070448e-03 1.000000000000000e+00 NA -1.669416600715319e-04
266 1 8.627490120286345e-01 -2.014206318278866e-03 1.000000000000000e+00 NA -7.540892657561666e-05
267 1 9.091067771886920e-01 -1.422131823855466e-02 1.000000000000000e+00 NA -1.052900517946280e-05
268 1 8.916216582242520e-01 5.689293227582937e-03 1.000000000000000e+00 NA 2.788948791941039e-05
269 1 8.980000391458018e-01 -1.873442829364080e-03 1.000000000000000e+00 NA -6.595408035737738e-06
270 1 9.143203215641582e-01 -3.722704394409249e-03 1.000000000000000e+00 NA -6.876530702490920e-05
## online measuring: Wilson loop
271 1 9.010356350782032e-01 4.477088048009392e-03 1.000000000000000e+00 NA 1.481694692359980e-05
272 1 8.829192401249598e-01 5.883793105301294e-03 1.000000000000000e+00 NA -2.552162142643606e-05
273 1 8.758501399834718e-01 1.412700835704328e-03 1.000000000000000e+00 NA -4.437969703919706e-05
274 1 8.649991483901467e-01 2.499097307214981e-03 1.000000000000000e+00 NA 4.497464865905382e-05
275 1 8.453534860861369e-01 3.225992776972220e-03 1.000000000000000e+00 NA 7.878291934339552e-05
276 1 8.872000223456237e-01 -1.055418166446032e-02 1.000000000000000e+00 NA 3.066840078068849e-05
277 1 8.651558156847126e-01 9.063723189427719e-03 1.000000000000000e+00 NA 1.964890926128276e-05
278 1 8.836684443104814e-01 -4.890552606600096e-03 1.000000000000000e+00 NA 1.471472020346701e-06
279 1 8.973357208386645e-01 -1.110567309303789e-02 1.000000000000000e+00 NA 8.216783348860753e-05
280 1 8.667201178191291e-01 1.601601645671025e-02 1.000000000000000e+00 NA -8.989852548905438e-06
281 1 8.718658274974982e-01 -6.167752147803185e-03 1.000000000000000e+00 NA 2.243516269996723e-05
282 1 8.590985730606517e-01 1.299892265965497e-03 1.000000000000000e+00 NA 2.496982297199934e-04
283 1 8.593877603754665e-01 1.513749510518636e-03 1.000000000000000e+00 NA -1.185063393559144e-05
284 1 8.461877605390116e-01 4.870987426478735e-03 1.000000000000000e+00 NA 1.521308968054886e-04
285 1 8.547947516825866e-01 -5.947399974491674e-03 1.000000000000000e+00 NA -9.643793449012925e-05
286 1 8.749953667425319e-01 -7.089431459267104e-03 1.000000000000000e+00 NA -5.736017450861715e-05
287 1 8.293823805007948e-01 2.127593172551911e-02 1.000000000000000e+00 NA -1.537131545222609e-05
288 1 8.416762445303499e-01 -3.775177489025339e-03 1.000000000000000e+00 NA -7.796771252542265e-05
289 1 8.384879546965897e-01 1.857520322907646e-03 1.000000000000000e+00 NA 3.141155966095701e-04
290 1 8.745450511938044e-01 -1.595362792673072e-02 1.000000000000000e+00 NA 9.814356916067090e-05
291 1 8.339827884891929e-01 1.311304027275284e-02 1.000000000000000e+00 NA -2.335329040628579e-05
292 1 8.753399153594882e-01 -9.394998930179810e-03 1.000000000000000e+00 NA 4.732247226540597e-05
293 1 8.686573902167383e-01 1.247244661083613e-03 1.000000000000000e+00 NA -8.669324950587431e-05
294 1 8.914975003015387e-01 7.605525006759706e-04 1.000000000000000e+00 NA 3.088772102387119e-06
295 1 8.757580175426869e-01 4.936726967134319e-03 1.000000000000000e+00 NA -1.936602429047356e-08
296 1 8.903162532945459e-01 -4.751589276391854e-03 1.000000000000000e+00 NA 6.423220513989883e-07
297 1 9.307660735809963e-01 -1.326175132775376e-02 1.000000000000000e+00 NA 7.464824896580856e-06
298 1 9.015376269200468e-01 9.209862428772198e-03 1.000000000000000e+00 NA 7.142438448371281e-06
299 1 8.782605973557289e-01 1.013035425727793e-02 1.000000000000000e+00 NA -2.550101935905109e-06
300 1 8.902688092991371e-01 -7.790993581782146e-03 1.000000000000000e+00 NA 1.238545425127132e-05
## online measuring: Wilson loop
301 1 8.496348877456301e-01 1.279822467401104e-02 1.000000000000000e+00 NA 1.195473035571427e-05
302 1 8.991143727840619e-01 -1.689743666034360e-02 1.000000000000000e+00 NA 3.332802098402383e-05
303 1 8.820371441501278e-01 6.813542196809408e-03 1.000000000000000e+00 NA 6.101445541632655e-05
304 1 9.069290448634879e-01 -8.017434420654723e-03 1.000000000000000e+00 NA -7.488925205509292e-07
305 1 9.179177890656535e-01 -2.308247908633376e-03 1.000000000000000e+00 NA -2.210480124258784e-05
306 1 9.114866221412914e-01 2.276032702290820e-03 1.000000000000000e+00 NA 2.600955719658902e-05
307 1 9.098484084365710e-01 1.816227040929874e-03 1.000000000000000e+00 NA 4.880508118790932e-06
308 1 9.066450700907738e-01 1.739637178840070e-03 1.000000000000000e+00 NA -5.176389767626734e-05
309 1 9.060930108440914e-01 -7.927110956842398e-04 1.000000000000000e+00 NA 2.706600976165498e-05
310 1 8.881410237506773e-01 2.439708507054661e-03 1.000000000000000e+00 NA -3.154069540020869e-06
311 1 8.861226049537267e-01 4.438391401027530e-03 1.000000000000000e+00 NA -7.165790167263919e-05
312 1 8.980192378486305e-01 -5.654968648705960e-03 1.000000000000000e+00 NA -8.394981046451536e-06
313 1 9.014436598198513e-01 -2.015656474590344e-03 1.000000000000000e+00 NA 8.367833153996155e-06
314 1 9.054807177406580e-01 -8.454190205036127e-04 1.000000000000000e+00 NA 1.683123405453111e-05
315 1 9.346252240655671e-01 -9.515178521812828e-03 1.000000000000000e+00 NA 2.382055043810307e-06
316 1 8.854606808925652e-01 1.618396272274225e-02 1.000000000000000e+00 NA -2.117193124154960e-05
317 1 8.773537968760969e-01 5.077109474498798e-03 1.000000000000000e+00 NA 8.027251709671852e-05
318 1 9.232023635154786e-01 -1.930649608520163e-02 1.000000000000000e+00 NA -3.431527848515924e-06
319 1 8.884004088024133e-01 9.824669877383840e-03 1.000000000000000e+00 NA -1.508900039781744e-05
320 1 9.060426065079463e-01 -4.234696713030672e-03 1.000000000000000e+00 NA -2.242751229545652e-05
321 1 8.908719040789972e-01 2.482729129088312e-03 1.000000000000000e+00 NA -1.755564000334501e-05
322 1 9.121189607354678e-01 -6.083435540055859e-03 1.000000000000000e+00 NA -1.670644576054406e-05
323 1 8.675819841565195e-01 1.605979901984256e-02 1.000000000000000e+00 NA 1.501701042151910e-05
324 1 8.737170221275316e-01 -3.468254316135955e-03 1.000000000000000e+00 NA -5.597251564043713e-05
325 1 8.733465917531662e-01 4.081336513557687e-03 1.000000000000000e+00 NA 4.006796705030824e-05
326 1 9.058368415185930e-01 -9.346863399947836e-03 1.000000000000000e+00 NA -2.619586917252264e-06
327 1 8.545751190549160e-01 1.680609487980789e-02 1.000000000000000e+00 NA 2.440535798618916e-04
328 1 8.940286355035596e-01 -1.267478878866868e-02 1.000000000000000e+00 NA -3.380481028435641e-07
329 1 8.594188723753510e-01 9.512660776547222e-03 1.000000000000000e+00 NA -9.159280770012576e-05
330 1 9.003610715018034e-01 -1.540409568046286e-02 1.000000000000000e+00 NA -1.052713810232246e-05
## online measuring: Wilson loop
331 1 8.815802816857146e-01 5.171064416440885e-03 1.000000000000000e+00 NA -9.957966087208326e-06
332 1 9.179524901699756e-01 -1.008957647605158e-02 1.000000000000000e+00 NA 1.249275418375436e-05
333 1 8.911696922112574e-01 8.365942287575479e-03 1.000000000000000e+00 NA 1.629257102160288e-06
334 1 8.854549250286115e-01 4.294721834504855e-03 1.000000000000000e+00 NA -9.598696386033075e-05
335 1 8.849701274290105e-01 -1.153898977165113e-03 1.000000000000000e+00 NA -5.365400798513980e-05
336 1 8.316022045347309e-01 1.857437425251618e-02 1.000000000000000e+00 NA -1.466815215039521e-04
337 1 8.739964323361884e-01 -1.557425256667244e-02 1.000000000000000e+00 NA 3.412104705532017e-06
338 1 8.697868121150584e-01 -1.634361497401926e-03 1.000000000000000e+00 NA -2.454646496700485e-04
339 1 8.455364504472727e-01 4.844918344986127e-03 1.000000000000000e+00 NA -2.489427944435230e-04
340 1 8.844349695346119e-01 -9.440548041151686e-03 1.000000000000000e+00 NA -9.871255200539921e-05
341 1 8.862492852556179e-01 1.365095629175528e-03 1.000000000000000e+00 NA -7.401922629225156e-09
342 1 9.162781156258865e-01 -7.372629202420100e-03 1.000000000000000e+00 NA 1.620129589886671e-06
343 1 9.270646663718696e-01 -3.071292011737725e-03 1.000000000000000e+00 NA 3.078738813188842e-06
344 1 9.155102968504779e-01 3.904106656296591e-03 1.000000000000000e+00 NA 1.883458410768816e-05
345 1 9.073313841603859e-01 2.231115857615151e-03 1.000000000000000e+00 NA -1.685820014951629e-05
346 1 8.863356478369800e-01 9.814447269544502e-03 1.000000000000000e+00 NA -3.364937972135160e-06
347 1 8.698349633603173e-01 -3.056033442767614e-04 1.000000000000000e+00 NA 3.960407987707012e-05
348 1 8.523785614667340e-01 5.817749992264254e-03 1.000000000000000e+00 NA -9.137849793624683e-05
349 1 8.777646129642769e-01 -6.278112447660078e-03 1.000000000000000e+00 NA -2.069791634921826e-06
350 1 8.901555763286059e-01 -8.448702429248556e-03 1.000000000000000e+00 NA -3.613439325804165e-05
351 1 8.792156111366636e-01 5.319367528819896e-04 1.000000000000000e+00 NA 3.504479550665457e-05
352 1 8.738381420952672e-01 3.869887607994116e-03 1.000000000000000e+00 NA 1.050656371851862e-04
353 1 9.038986246047541e-01 -5.556850279763381e-03 1.000000000000000e+00 NA 7.810966597736836e-07
354 1 9.094242324917344e-01 5.302130055397924e-04 1.000000000000000e+00 NA 3.541528639894457e-05
355 1 9.236135078073687e-01 -7.131260040118548e-03 1.000000000000000e+00 NA -1.863415258314774e-05
356 1 8.635044767642819e-01 1.582487425230283e-02 1.000000000000000e+00 NA -1.554390636560366e-04
357 1 8.954808008341285e-01 -1.318625424563180e-02 1.000000000000000e+00 NA 1.205446094391597e-05
358 1 8.792362225493575e-01 5.346384716766295e-03 1.000000000000000e+00 NA 2.703309875245786e-05
359 1 8.849602223276725e-01 -1.622489568774199e-03 1.000000000000000e+00 NA 9.918510623747903e-05
360 1 9.422038656430141e-01 -1.501284053285801e-02 1.000000000000000e+00 NA 1.419264971561303e-05
## online measuring: Wilson loop
361 1 9.154631608681886e-01 5.820510243953692e-03 1.000000000000000e+00 NA -7.797696021777158e-06
362 1 8.815610164695338e-01 1.000160127967575e-02 1.000000000000000e+00 NA 5.302275346230489e-06
363 1 8.675933437493173e-01 1.009133215244873e-03 1.000000000000000e+00 NA -1.469207363104964e-04
364 1 8.594424093025600e-01 2.538372001485101e-03 1.000000000000000e+00 NA -4.464852992765146e-04
365 1 8.594773995986515e-01 3.930692580617290e-03 1.000000000000000e+00 NA 1.017762754344421e-05
366 1 9.099572056490508e-01 -1.267411422536213e-02 1.000000000000000e+00 NA -1.854816287484341e-05
367 1 9.030751640998190e-01 2.889269906507508e-03 1.000000000000000e+00 NA 2.473706084686015e-05
368 1 8.862430441316465e-01 3.677291545518102e-03 1.000000000000000e+00 NA -1.678012998317166e-05
369 1 8.790923623919650e-01 -2.044213311521048e-03 1.000000000000000e+00 NA 3.707210954615716e-05
370 1 8.878749036428453e-01 1.040263699263022e-03 1.000000000000000e+00 NA -6.222699612680205e-05
371 1 8.901185006777885e-01 -1.128531001402422e-03 1.000000000000000e+00 NA 1.447202175750680e-06
372 1 9.147204131877272e-01 -6.516249633712334e-03 1.000000000000000e+00 NA -5.435326504600653e-06
373 1 9.116037241035324e-01 1.432723041290274e-03 1.000000000000000e+00 NA -8.426488088381139e-06
374 1 9.184518648214806e-01 -2.370628786882989e-03 1.000000000000000e+00 NA -1.361830863752939e-05
375 1 9.176096626750949e-01 2.126403258563059e-03 1.000000000000000e+00 NA -2.247561461589340e-07
376 1 8.801559637001422e-01 1.635732068703177e-02 1.000000000000000e+00 NA 3.500066642191713e-05
377 1 8.894350844648171e-01 -3.917225873149022e-03 1.000000000000000e+00 NA 1.662075267391581e-05
378 1 8.993465827704241e-01 -4.703907889865633e-03 1.000000000000000e+00 NA 4.637798627163064e-06
379 1 9.016003420007795e-01 -3.490055842053863e-03 1.000000000000000e+00 NA -1.788854310076226e-05
380 1 8.791402349794258e-01 1.214634967557870e-02 1.000000000000000e+00 NA -4.491620008493011e-05
381 1 9.053784963420721e-01 -1.092089838092036e-02 1.000000000000000e+00 NA -1.720390960780392e-05
382 1 8.852449052468840e-01 9.514878723187792e-03 1.000000000000000e+00 NA 5.002041658911607e-07
383 1 8.675892803146104e-01 -2.808962329737597e-03 1.000000000000000e+00 NA 9.206327233618705e-05
384 1 8.505084099484337e-01 -3.473475445083807e-04 1.000000000000000e+00 NA 2.857634307714788e-05
385 1 8.470273367594379e-01 -6.100713482304343e-04 1.000000000000000e+00 NA 2.292846967488249e-05
386 1 8.404804434984403e-01 8.221511135197090e-03 1.000000000000000e+00 NA 3.489466812130398e-05
387 1 8.467351967072508e-01 -2.880647151666693e-03 1.000000000000000e+00 NA 1.620394872347130e-05
388 1 8.441549167978846e-01 4.472904499742469e-03 1.000000000000000e+00 NA -8.679965820425790e-06
389 1 8.792444139317995e-01 -1.030731445890964e-02 1.000000000000000e+00 NA 6.567531667578314e-06
390 1 8.731742565198870e-01 1.993762976162827e-03 1.000000000000000e+00 NA -2.787956284704068e-05
## online measuring: Wilson loop
391 1 8.881955396754219e-01 -7.411308458326715e-03 1.000000000000000e+00 NA 1.426594207693830e-05
392 1 8.882958164421892e-01 3.379647824353071e-03 1.000000000000000e+00 NA -8.493254708182587e-05
393 1 8.871267506850057e-01 -2.292300341824927e-03 1.000000000000000e+00 NA 5.220140344558159e-06
394 1 8.805850891114080e-01 -2.535816587439399e-03 1.000000000000000e+00 NA 3.031313597026166e-05
395 1 8.976340113258896e-01 -4.686024205295070e-03 1.000000000000000e+00 NA 1.015381633442121e-04
396 1 8.554278988679185e-01 1.653124735805633e-02 1.000000000000000e+00 NA -9.567383159673763e-05
397 1 8.640917936309883e-01 -9.893537004259656e-04 1.000000000000000e+00 NA -8.207471179688073e-06
398 1 8.809863253355110e-01 -7.765569739106581e-03 1.000000000000000e+00 NA 1.871749404601612e-05
399 1 8.793272423147145e-01 -2.533389323108537e-03 1.000000000000000e+00 NA -5.317705238917143e-05
400 1 8.724747350746750e-01 5.520701511890991e-03 1.000000000000000e+00 NA -6.569284500969424e-05
401 1 9.088205733938353e-01 -1.123662297686678e-02 1.000000000000000e+00 NA 8.165756534395462e-06
402 1 8.527925683806968e-01 1.577451237124450e-02 1.000000000000000e+00 NA -1.471371891512104e-04
403 1 8.916998464557864e-01 -1.330178967556961e-02 1.000000000000000e+00 NA -1.029287109160718e-05
404 1 8.672133284831248e-01 6.118866867453221e-03 1.000000000000000e+00 NA 1.282123952193684e-05
405 1 8.369052127805885e-01 8.000188096641381e-03 1.000000000000000e+00 NA -1.194316297545896e-05
406 1 8.399979201665495e-01 3.324940656135311e-03 1.000000000000000e+00 NA 9.518059876797884e-05
407 1 8.388233540222316e-01 -5.928577860956352e-04 1.000000000000000e+00 NA 8.737318994216930e-05
408 1 8.615940268164023e-01 -4.891042597687800e-03 1.000000000000000e+00 NA 1.595445650155546e-05
409 1 9.076660618022805e-01 -1.625366193633937e-02 1.000000000000000e+00 NA -1.524670542931352e-05
410 1 8.913814929713388e-01 6.484300228144946e-03 1.000000000000000e+00 NA 1.071216069977924e-05
411 1 9.021452189421633e-01 -1.954536846049848e-03 1.000000000000000e+00 NA 5.469269602601421e-05
412 1 8.629811977600044e-01 1.059798154801328e-02 1.000000000000000e+00 NA -3.383679938554149e-05
413 1 8.798658837292461e-01 -2.750591471098573e-03 1.000000000000000e+00 NA -7.065871318418472e-05
414 1 8.770079489253737e-01 9.826680022122503e-04 1.000000000000000e+00 NA 4.194932599318443e-05
415 1 8.556464793872876e-01 5.438119976609812e-03 1.000000000000000e+00 NA -1.471981788936371e-05
416 1 8.608910936062453e-01 -1.249375032728040e-04 1.000000000000000e+00 NA -4.224662546010846e-05
417 1 8.798300739733108e-01 -5.589609794952821e-03 1.000000000000000e+00 NA -8.354655870090652e-05
418 1 8.599825749218184e-01 4.752364313961976e-03 1.000000000000000e+00 NA -3.178172151796798e-05
419 1 8.588740771322946e-01 3.006864064754922e-03 1.000000000000000e+00 NA 7.077964496789304e-05
420 1 8.885632323495580e-01 -1.423534171288665e-02 1.000000000000000e+00 NA 5.764199922407038e-05
## online measuring: Wilson loop
421 1 8.678768470454461e-01 5.607864078008618e-03 1.000000000000000e+00 NA 9.287737979772402e-05
422 1 8.614805552524902e-01 2.294222274613844e-03 1.000000000000000e+00 NA -9.465706580679651e-05
423 1 8.387614555241678e-01 6.948715515608939e-03 1.000000000000000e+00 NA 3.530583704169074e-05
424 1 8.161223634339265e-01 7.014907910143364e-03 1.000000000000000e+00 NA 2.187612357995141e-05
425 1 8.548341844992700e-01 -1.043914841732274e-02 1.000000000000000e+00 NA -1.379890546524311e-05
426 1 8.702658406007370e-01 -6.565040958410151e-03 1.000000000000000e+00 NA 1.918037654597003e-06
427 1 8.512137644973140e-01 9.796650829109410e-03 1.000000000000000e+00 NA -1.646095313662493e-04
428 1 8.274776077215883e-01 -1.111547502951282e-03 1.000000000000000e+00 NA 2.910031993667284e-04
429 1 8.316039853170457e-01 -2.639117741555452e-03 1.000000000000000e+00 NA 4.078507362693211e-04
430 1 8.538418297095041e-01 -5.650386385692485e-03 1.000000000000000e+00 NA 3.769771844333556e-05
431 1 8.673924220700640e-01 -1.665663182421895e-03 1.000000000000000e+00 NA 7.978518892044749e-05
432 1 8.521589263823530e-01 2.394623312216737e-03 1.000000000000000e+00 NA -1.304689130491258e-04
433 1 8.435007477997193e-01 2.629313796141730e-03 1.000000000000000e+00 NA 8.735804331376752e-05
434 1 8.414708797858348e-01 1.183408128280661e-03 1.000000000000000e+00 NA -2.392013524614467e-07
435 1 8.493122307961676e-01 -2.436713312267358e-03 1.000000000000000e+00 NA 1.210148583179212e-04
436 1 8.619355524936069e-01 -5.666672233527237e-03 1.000000000000000e+00 NA 6.101103013766109e-05
437 1 8.544119554056657e-01 7.488491145593912e-03 1.000000000000000e+00 NA -6.560054306778282e-05
438 1 8.943600997814253e-01 -1.316182684436740e-02 1.000000000000000e+00 NA 9.245360620328181e-06
439 1 8.897757289424040e-01 2.241202447024193e-04 1.000000000000000e+00 NA -3.786267552618618e-05
440 1 8.806282846792423e-01 2.580303106601178e-03 1.000000000000000e+00 NA -2.622405907078849e-05
441 1 8.791342379231841e-01 4.069663232474596e-03 1.000000000000000e+00 NA 6.051859307411378e-07
442 1 8.444809609873396e-01 7.528790682091113e-03 1.000000000000000e+00 NA -2.523341768149748e-05
443 1 8.553984549889170e-01 -6.834544965087730e-03 1.000000000000000e+00 NA -9.945360510581280e-05
444 1 8.591352050349230e-01 2.093351930479770e-03 1.000000000000000e+00 NA -8.779243475021169e-06
445 1 8.875804804331358e-01 -7.353197357364394e-03 1.000000000000000e+00 NA -2.421339962252888e-04
446 1 8.937779941467091e-01 -5.928641511836474e-04 1.000000000000000e+00 NA -5.555326652404704e-05
447 1 8.678625732425701e-01 7.146136133545866e-03 1.000000000000000e+00 NA -8.520758146243784e-05
448 1 8.228462267968150e-01 1.103641274523071e-02 1.000000000000000e+00 NA 1.593649355241466e-04
449 1 8.857831544316657e-01 -1.550035758815227e-02 1.000000000000000e+00 NA -8.827608314555906e-05
450 1 8.813992328878084e-01 4.065213326754247e-03 1.000000000000000e+00 NA -7.875804192880324e-05
## online measuring: Wilson loop
451 1 8.819299209563418e-01 -1.405299853061592e-03 1.000000000000000e+00 NA -7.111347682390419e-05
452 1 8.776586391465672e-01 4.830894673595765e-03 1.000000000000000e+00 NA -5.616249447280899e-06
453 1 9.147456734921964e-01 -1.729758572246709e-02 1.000000000000000e+00 NA -5.607621899794188e-06
454 1 8.719354585262009e-01 1.469770636560241e-02 1.000000000000000e+00 NA -5.866988668466276e-05
455 1 8.873483907689796e-01 -8.796977510765913e-03 1.000000000000000e+00 NA 6.391801727521565e-05
456 1 9.006335764349075e-01 1.886383743908482e-03 1.000000000000000e+00 NA 3.008216602534746e-05
457 1 8.734033818275702e-01 4.913353443466661e-03 1.000000000000000e+00 NA -1.105357203318027e-04
458 1 8.676067990012470e-01 -1.849820634738819e-03 1.000000000000000e+00 NA 2.902630180390622e-05
459 1 8.535700556905470e-01 4.893079536124390e-03 1.000000000000000e+00 NA 4.721634152857649e-05
460 1 8.318941847703256e-01 7.429900647117904e-03 1.000000000000000e+00 NA 2.475835536493549e-04
461 1 8.500359610082282e-01 -9.038992554508241e-03 1.000000000000000e+00 NA -2.649023987695222e-05
462 1 8.506281909531961e-01 -3.595725765812574e-04 1.000000000000000e+00 NA -3.236562398597788e-05
463 1 8.757294349487973e-01 -2.515988142125281e-03 1.000000000000000e+00 NA 3.392915469307427e-05
464 1 8.837690931397866e-01 -5.824909008158130e-03 1.000000000000000e+00 NA 1.440221084958578e-04
465 1 8.733093801735539e-01 7.468262761765487e-03 1.000000000000000e+00 NA -1.815005841318995e-06
466 1 8.391519284940891e-01 5.949960622050554e-03 1.000000000000000e+00 NA -1.091767482523450e-05
467 1 8.606428483493682e-01 -9.112559557753031e-03 1.000000000000000e+00 NA 5.687656680829408e-05
468 1 8.336648650753241e-01 8.468882500391572e-03 1.000000000000000e+00 NA -8.582636247777769e-05
469 1 8.707769277154235e-01 -5.616959268447630e-03 1.000000000000000e+00 NA -2.193255397944881e-05
470 1 8.356639397553398e-01 1.398722284555376e-02 1.000000000000000e+00 NA -1.760523748116497e-05
471 1 8.242080946517403e-01 -3.687615874909511e-03 1.000000000000000e+00 NA -5.508669958886492e-06
472 1 8.168833932336540e-01 2.104467722798375e-03 1.000000000000000e+00 NA 1.575969155089575e-04
473 1 8.257182542949991e-01 -5.351267198353327e-03 1.000000000000000e+00 NA -4.894448909219672e-05
474 1 8.444422428509496e-01 -2.516902305071511e-03 1.000000000000000e+00 NA 1.436211492895900e-04
475 1 8.470634470767266e-01 3.041105087628893e-03 1.000000000000000e+00 NA -1.606498492884113e-04
476 1 8.526232633730940e-01 3.055086448711108e-05 1.000000000000000e+00 NA 3.639341184993949e-05
477 1 8.500720963533412e-01 -1.736919378640067e-03 1.000000000000000e+00 NA -2.433683497933877e-04
478 1 8.353634537503327e-01 2.674571814210935e-03 1.000000000000000e+00 NA 5.523507692516670e-05
479 1 8.543796864551277e-01 -9.271319464790650e-03 1.000000000000000e+00 NA 1.079394262047957e-05
480 1 8.321087762502195e-01 1.182559827896057e-02 1.000000000000000e+00 NA 1.628938381130283e-05
## online measuring: Wilson loop
481 1 8.426197190239724e-01 -3.402763790429475e-03 1.000000000000000e+00 NA -6.347138811274773e-05
482 1 8.632355723568095e-01 -8.996166075565526e-03 1.000000000000000e+00 NA 7.573394555468123e-05
483 1 8.480488011773867e-01 9.341062023310087e-03 1.000000000000000e+00 NA 1.670052503494541e-04
484 1 8.726597650353569e-01 -9.426367521314205e-03 1.000000000000000e+00 NA -1.071503297873226e-04
485 1 8.686396972318651e-01 2.406282690568418e-03 1.000000000000000e+00 NA -1.543607260174699e-04
486 1 8.415708724467068e-01 6.008720860805283e-03 1.000000000000000e+00 NA -1.171300820111786e-04
487 1 8.229304670244590e-01 3.762692410766988e-03 1.000000000000000e+00 NA 5.088559006609140e-04
488 1 8.209424064973667e-01 -3.590230299550967e-03 1.000000000000000e+00 NA -6.897759740943707e-05
489 1 8.425241999306463e-01 -2.207810489551321e-03 1.000000000000000e+00 NA 6.198291811532478e-05
490 1 8.503059851843144e-01 -6.246373834105867e-03 1.000000000000000e+00 NA 1.040496038719267e-04
491 1 8.312405037461765e-01 5.319721255652610e-03 1.000000000000000e+00 NA 3.157115421304881e-04
492 1 8.243448468907426e-01 -3.812833152792905e-03 1.000000000000000e+00 NA -7.761044369286774e-05
493 1 8.331462351342447e-01 3.207628162915199e-03 1.000000000000000e+00 NA -6.203766152476401e-05
494 1 8.369991390664154e-01 -2.805306560013321e-03 1.000000000000000e+00 NA 1.596235995430589e-05
495 1 8.407303262043301e-01 3.564186783243883e-03 1.000000000000000e+00 NA 6.688244222398805e-05
496 1 8.485445087314203e-01 -2.283217366478851e-03 1.000000000000000e+00 NA -2.708988703312779e-05
497 1 8.632891397985960e-01 -5.818099942910493e-03 1.000000000000000e+00 NA -4.072404081416770e-05
498 1 8.571820499633847e-01 -2.485120737244273e-03 1.000000000000000e+00 NA 3.793862417402402e-05
499 1 8.827788313780747e-01 -5.335725635625010e-03 1.000000000000000e+00 NA -2.344398754232571e-05
500 1 8.708326049395678e-01 4.229513374934157e-03 1.000000000000000e+00 NA 7.716821300960376e-05
501 1 8.947195163977872e-01 -5.513506455582018e-03 1.000000000000000e+00 NA -3.060835253698335e-05
502 1 8.828040173217517e-01 6.078549298550229e-03 1.000000000000000e+00 NA 2.358546010936888e-05
503 1 8.825285181512406e-01 -1.566436394412563e-03 1.000000000000000e+00 NA 5.711340900486377e-05
